index,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11
1689873363323,1977,2142,0,0,2050,1349,519,122,0,3964,0,1452
1689873363823,2015,2191,0,0,2052,1354,519,125,0,3963,0,1456
1689873364323,2037,2199,0,0,2053,1359,520,125,0,3966,0,1456
1689873364823,1995,2110,0,0,2047,1348,519,121,0,3955,0,1454
1689873365323,1968,2114,0,0,2051,1355,517,121,0,3945,0,1449
1689873365823,1975,2118,0,0,2054,1359,520,121,0,3949,0,1450
1689873366323,2064,2192,0,0,2055,1362,519,125,0,3962,0,1445
1689873366823,2112,2227,0,0,2052,1331,521,125,0,3953,0,1436
1689873367323,2112,2240,0,134,2054,1270,520,139,0,3956,0,1422
1689873367823,1959,2058,0,0,2054,1283,521,140,0,3947,0,1422
1689873368323,1862,2077,0,0,2054,1277,520,136,0,3942,0,1429
1689873368823,1877,2096,0,0,2048,1277,519,124,0,3940,0,1427
1689873369323,1936,2151,0,0,2053,1274,518,126,0,3926,0,1418
1689873369823,1778,2096,0,0,2048,1241,516,96,0,3934,0,1418
1689873370323,1997,2157,0,0,2006,1135,513,88,0,3945,0,1404
1689873370823,1931,2126,0,0,2002,1135,503,82,0,3951,0,1402
1689873371323,1964,2074,0,0,1990,1178,504,87,0,3966,0,1368
1689873371823,1936,2062,0,0,1967,1206,500,100,0,3965,0,1338
1689873372323,1930,2023,0,0,1956,1214,500,95,0,3957,0,1322
1689873372823,1966,2067,0,0,1966,1218,502,99,0,3964,0,1306
1689873373323,2009,2144,0,0,1958,1230,503,120,0,3960,0,1283
1689873373823,1968,2027,0,0,1966,1235,499,119,0,3960,0,1275
1689873374323,1943,2037,0,0,1964,1240,501,122,0,3938,0,1268
1689873374823,1959,2066,0,0,1969,1242,503,121,0,3954,0,1267
1689873375323,1963,2071,0,0,1969,1250,501,120,0,3964,0,1271
1689873375823,1933,2071,0,0,1973,1254,504,133,0,3926,0,1282
1689873376323,1762,1935,0,0,1987,1239,518,141,0,3930,0,1231
1689873376823,1610,1826,0,0,1960,1226,533,269,0,3985,0,1500
1689873377323,1223,1855,0,0,2015,1191,513,178,0,3992,0,627
1689873377823,1693,1985,0,0,1984,1162,500,80,0,3931,0,579
1689873378323,1843,2067,0,0,1969,1153,506,86,0,3930,0,622
1689873378823,1883,2109,0,0,1960,1188,500,104,0,3941,0,550
1689873379323,1921,2128,0,0,1952,1218,504,87,0,3953,0,462
1689873379823,1925,2118,0,0,1965,1247,508,102,0,3960,0,594
1689873380323,1983,2160,0,0,1954,1260,508,108,0,3958,0,629
1689873380823,1934,2077,0,0,1966,1264,511,113,0,3963,0,654
1689873381323,1919,2038,0,0,1972,1271,509,121,0,3968,0,663
1689873381823,1937,2064,0,0,1972,1273,509,119,0,3965,0,669
1689873382323,1944,2087,0,0,1978,1285,507,122,0,3956,0,668
1689873382823,2000,2139,0,0,1980,1293,511,125,0,3945,0,671
1689873383323,2000,2159,0,0,1986,1295,508,124,0,3964,0,682
1689873383823,1971,2094,0,0,1991,1296,511,124,0,3968,0,692
1689873384323,1957,2084,0,0,1992,1303,509,127,0,3960,0,703
1689873384823,1659,1813,0,0,1966,1196,500,187,0,3797,0,620
1689873385323,1239,1637,0,0,1997,1148,434,265,0,3905,0,818
1689873385823,1520,1826,0,0,1888,967,401,205,0,3867,0,1538
1689873386323,1439,1662,0,0,1691,1120,459,0,0,3773,0,1404
1689873386823,1549,1817,0,0,1666,1070,458,8,0,3941,0,1434
1689873387323,1685,1852,0,0,1668,1074,473,20,6,3939,0,1441
1689873387823,1710,1862,0,0,1712,1094,480,31,22,3955,0,1486
1689873388323,1751,1937,0,0,1743,1077,499,45,23,3972,0,1479
1689873388823,1761,1983,0,0,1750,1103,500,35,31,3973,0,1502
1689873389323,1755,1933,0,0,1767,1124,502,51,42,3971,0,1514
1689873389823,1766,1918,0,0,1778,1145,503,50,56,3965,0,1525
1689873390323,1763,1905,0,0,1780,1141,502,52,57,3971,0,1527
1689873390823,1764,1925,0,0,1789,1153,504,73,61,3960,0,1539
1689873391323,1826,2000,0,0,1802,1155,507,67,60,3952,0,1538
1689873391823,1841,1995,0,0,1807,1158,509,80,61,3960,0,1550
1689873392323,1806,1899,0,0,1813,1162,509,85,61,3963,0,1554
1689873392823,1815,1925,0,0,1820,1169,509,87,60,3972,0,1560
1689873393323,1819,1936,0,0,1825,1177,510,90,65,3970,0,1571
1689873393823,1810,1936,0,0,1830,1171,511,89,68,3962,0,1577
1689873394323,1859,2011,0,0,1831,1179,513,89,67,3967,0,1583
1689873394823,1869,2025,0,0,1835,1177,512,87,69,3968,0,1581
1689873395323,1837,1941,0,0,1840,1184,513,85,68,3964,0,1587
1689873395823,1820,1933,0,0,1845,1187,515,84,69,3966,0,1588
1689873396323,1841,1948,0,0,1843,1188,516,92,66,3973,0,1593
1689873396823,1871,1991,0,0,1847,1192,518,91,67,3967,0,1599
1689873397323,1915,2068,0,0,1849,1197,517,98,66,3966,0,1595
1689873397823,1879,1955,0,0,1855,1197,517,78,69,3980,0,1601
1689873398323,1872,1948,0,0,1855,1203,518,80,70,3974,0,1603
1689873398823,1867,1951,0,0,1854,1203,519,86,66,3982,0,1615
1689873399323,1899,1973,0,0,1862,1212,520,88,65,3979,0,1618
1689873399823,1935,2064,0,0,1862,1216,521,81,64,3960,0,1623
1689873400323,1904,1983,0,0,1864,1219,522,81,65,3975,0,1624
1689873400823,1875,1947,0,0,1866,1221,524,83,67,3972,0,1628
1689873401323,1897,1938,0,0,1869,1226,523,85,62,3979,0,1633
1689873401823,1899,1934,0,0,1840,1228,521,79,2,3965,0,1623
1689873402323,1843,2045,0,0,1803,1224,519,80,0,3958,0,1614
1689873402823,1799,1967,0,0,1813,1224,519,82,0,3962,0,1622
1689873403323,1818,1930,0,0,1829,1221,524,97,0,3976,0,1628
1689873403823,1831,1961,0,0,1830,1227,522,102,0,3975,0,1624
1689873404323,1794,1953,0,0,1835,1229,521,100,0,3965,0,1630
1689873404823,1837,2009,0,0,1843,1229,517,95,0,3973,0,1625
1689873405323,1904,2083,0,0,1847,1233,521,90,0,3980,0,1636
1689873405823,1850,2043,0,0,1849,1232,516,99,0,3985,0,1641
1689873406323,1841,1978,0,0,1865,1233,516,97,0,3983,0,1650
1689873406823,1699,2000,0,0,1869,1234,511,92,0,3981,0,1647
1689873407323,1679,2021,0,0,1863,1230,497,96,0,3980,0,1656
1689873407823,1754,2090,0,0,1873,1241,499,93,0,3982,0,1637
1689873408323,1798,2112,0,0,1868,1240,494,91,0,3965,0,1563
1689873408823,1759,2032,0,0,1868,1234,494,92,0,3986,0,1554
1689873409323,1751,2020,0,0,1872,1235,494,91,0,3993,0,1564
1689873409824,1755,2022,0,0,1874,1237,494,93,0,3994,0,1558
1689873410324,1760,2041,0,0,1876,1241,494,96,0,3992,0,1583
1689873410824,1813,2126,0,0,1877,1242,495,100,0,3997,0,1599
1689873411324,1843,2123,0,0,1879,1239,495,98,0,3997,0,1548
1689873411824,1827,2064,0,0,1874,1239,496,111,0,3999,0,1512
1689873412324,1817,2032,0,0,1880,1246,497,103,0,3997,0,1537
1689873412824,1827,2036,0,0,1884,1245,498,105,0,3993,0,1551
1689873413324,1847,2080,0,0,1880,1247,499,108,0,4008,0,1555
1689873413824,1906,2139,0,0,1880,1249,498,117,0,4009,0,1559
1689873414324,1870,2081,0,0,1884,1247,499,115,0,4012,0,1577
1689873414824,1840,2043,0,0,1888,1249,497,105,0,4013,0,1583
1689873415324,1855,2073,0,0,1887,1249,498,110,0,4012,0,1583
1689873415824,1815,2061,0,0,1884,1249,498,107,0,4014,0,1596
1689873416324,1819,2134,0,0,1894,1250,497,101,0,4018,0,1583
1689873416824,1903,2186,0,0,1863,1208,498,70,0,4001,0,1572
1689873417324,2067,2215,0,98,1841,1135,501,66,0,4014,0,1569
1689873417824,1828,2112,0,337,1855,1145,495,34,0,4020,0,1595
1689873418324,1607,2075,0,35,1863,1151,484,13,0,4016,0,1611
1689873418824,1349,2082,0,0,1872,1145,487,1,0,4014,0,1612
1689873419324,1237,2070,0,0,1871,1150,484,7,0,4009,0,1621
1689873419824,1146,2101,0,0,1874,1158,485,12,0,4011,0,1623
1689873420324,1173,2107,0,0,1869,1154,485,11,0,4009,0,1625
1689873420824,1277,2119,0,0,1877,1161,491,22,0,4013,0,1634
1689873421324,1438,2131,0,0,1876,1166,492,26,0,4003,0,1629
1689873421824,1492,2131,0,0,1879,1175,492,26,0,4009,0,1632
1689873422324,1594,2143,0,0,1883,1184,490,34,0,4014,0,1640
1689873422824,1608,2140,0,0,1880,1186,490,36,0,4013,0,1637
1689873423324,1618,2155,0,0,1877,1194,491,49,0,4014,0,1641
1689873423824,1639,2165,0,0,1880,1197,491,46,0,4014,0,1642
1689873424324,1632,2146,0,0,1878,1202,490,57,0,4012,0,1653
1689873424824,1663,2162,0,0,1878,1204,490,58,0,4012,0,1650
1689873425324,1643,2162,0,0,1881,1204,491,58,0,4003,0,1650
1689873425824,1712,2203,0,0,1887,1203,491,51,0,4007,0,1643
1689873426324,1775,2133,0,0,1882,1110,482,13,0,4009,0,1662
1689873426824,1818,2075,0,11,1883,1104,483,11,0,4011,0,1668
1689873427324,1866,2064,69,279,1879,1110,484,11,0,4011,0,1675
1689873427824,1931,2085,0,306,1880,1145,483,15,0,4006,0,1685
1689873428324,1921,2134,0,0,1880,1160,487,15,0,4008,0,1691
1689873428824,1934,2163,0,103,1874,1171,488,24,0,4005,0,1695
1689873429324,1881,2160,0,256,1874,1145,483,20,0,3992,0,1692
1689873429824,1920,2169,0,477,1871,1154,492,25,0,3991,0,1701
1689873430324,1956,2166,0,474,1870,1144,493,34,0,4001,0,1696
1689873430824,1968,2172,0,403,1871,1154,490,36,0,4003,0,1705
1689873431324,1973,2177,0,420,1876,1152,492,44,0,4007,0,1710
1689873431824,1972,2176,0,459,1878,1163,496,45,0,4005,0,1708
1689873432324,1985,2162,0,449,1878,1173,494,45,0,4006,0,1713
1689873432824,1984,2162,0,413,1873,1171,496,45,0,4006,0,1715
1689873433324,2003,2180,0,419,1878,1180,496,48,0,4009,0,1719
1689873433824,2000,2169,0,394,1881,1188,494,50,0,4001,0,1720
1689873434324,2004,2179,0,381,1881,1185,497,49,0,4006,0,1719
1689873434824,1990,2181,0,383,1884,1185,499,49,0,4007,0,1721
1689873435324,1978,2182,0,368,1885,1189,497,49,0,4004,0,1731
1689873435824,2002,2202,0,395,1883,1190,499,50,0,4001,0,1730
1689873436324,1997,2202,0,397,1884,1197,499,53,0,3996,0,1730
1689873436824,1975,2183,0,384,1885,1201,498,49,0,3999,0,1731
1689873437324,2001,2205,0,361,1880,1201,500,49,0,4002,0,1724
1689873437824,1999,2204,0,361,1885,1209,498,47,0,3999,0,1723
1689873438324,2002,2202,0,351,1888,1214,500,53,0,3993,0,1726
1689873438824,2031,2224,0,432,1886,1216,499,55,0,4003,0,1717
1689873439324,2009,2211,0,393,1887,1214,500,56,0,3998,0,1729
1689873439824,2014,2208,0,389,1890,1217,499,56,0,3996,0,1731
1689873440324,2011,2209,0,371,1885,1215,500,58,0,3993,0,1731
1689873440824,2013,2217,0,333,1890,1211,500,58,0,3992,0,1730
1689873441324,2042,2225,0,291,1884,1217,503,59,0,3989,0,1733
1689873441824,2063,2241,0,383,1889,1216,500,60,0,3979,0,1739
1689873442324,2019,2205,0,304,1889,1218,503,42,0,3989,0,1736
1689873442824,2025,2209,0,322,1889,1219,503,43,6,3994,0,1740
1689873443324,2023,2209,0,326,1893,1225,504,42,4,4004,0,1742
1689873443824,2053,2240,0,251,1891,1223,503,61,8,4005,0,1736
1689873444324,2065,2267,0,321,1890,1226,502,59,9,4001,0,1742
1689873444824,2038,2215,0,287,1894,1226,508,42,6,4001,0,1747
1689873445324,2016,2185,0,322,1896,1228,509,42,8,4004,0,1749
1689873445824,2035,2212,0,336,1888,1229,510,48,7,3999,0,1748
1689873446324,2043,2228,0,272,1895,1240,509,48,0,4002,0,1752
1689873446824,2094,2272,0,311,1897,1240,510,47,0,3989,0,1755
1689873447324,2068,2233,0,297,1897,1238,513,42,6,3999,0,1744
1689873447824,2027,2201,0,278,1898,1237,513,44,9,4003,0,1751
1689873448324,2058,2215,0,293,1900,1241,512,44,0,3996,0,1750
1689873448824,2056,2225,0,261,1900,1246,512,43,3,4001,0,1752
1689873449324,2097,2273,0,304,1899,1242,510,55,0,4000,0,1750
1689873449824,2046,2224,0,303,1900,1243,511,51,0,3994,0,1753
1689873450324,2027,2199,0,305,1902,1243,512,44,0,3997,0,1760
1689873450824,2047,2213,0,298,1898,1245,507,42,7,3998,0,1756
1689873451324,2062,2245,0,240,1900,1252,509,45,0,3992,0,1757
1689873451824,2101,2277,0,390,1900,1256,510,53,0,3997,0,1750
1689873452324,2039,2204,0,263,1905,1252,509,43,0,3992,0,1761
1689873452824,1984,2211,0,213,1904,1255,507,44,0,3994,0,1755
1689873453324,1994,2226,0,230,1903,1255,508,54,0,3996,0,1759
1689873453824,2038,2244,0,229,1905,1256,509,56,0,3990,0,1764
1689873454324,2082,2281,0,289,1897,1257,509,56,0,3993,0,1760
1689873454824,2039,2243,0,278,1909,1262,507,54,0,3995,0,1760
1689873455324,1987,2205,0,217,1909,1260,510,41,6,3988,0,1762
1689873455824,2000,2211,0,255,1913,1263,513,52,20,3998,0,1759
1689873456324,2027,2232,0,222,1914,1262,513,50,22,3999,0,1766
1689873456824,2078,2287,0,385,1909,1266,511,54,21,4000,0,1762
1689873457324,2062,2254,0,353,1911,1264,527,49,20,3996,0,1767
1689873457824,2000,2192,0,231,1907,1259,527,42,0,4000,0,1769
1689873458324,1983,2201,0,271,1907,1260,529,46,0,3998,0,1771
1689873458824,1983,2227,0,240,1909,1257,527,45,0,4003,0,1770
1689873459324,2018,2254,0,148,1915,1265,528,51,0,3996,0,1771
1689873459824,2074,2292,0,246,1915,1264,530,53,0,3988,0,1773
1689873460324,2042,2225,0,247,1916,1261,531,47,0,3995,0,1770
1689873460824,1968,2219,0,187,1915,1256,530,46,0,3992,0,1775
1689873461324,1948,2228,0,176,1916,1259,532,47,0,3989,0,1777
1689873461824,1967,2224,0,160,1914,1263,532,47,0,3989,0,1777
1689873462324,2046,2284,0,205,1911,1268,533,54,0,3979,0,1774
1689873462824,2055,2272,0,239,1907,1264,533,53,0,3978,0,1774
1689873463324,1968,2224,0,146,1914,1267,527,44,0,3982,0,1776
1689873463824,1975,2226,0,194,1914,1267,529,44,0,3970,0,1778
1689873464324,1965,2224,0,203,1916,1269,529,45,0,3973,0,1779
1689873464824,2039,2283,0,105,1914,1270,529,44,0,3974,0,1772
1689873465324,2043,2285,0,186,1909,1263,528,53,0,3967,0,1777
1689873465824,2002,2235,0,101,1917,1268,529,48,0,3981,0,1780
1689873466324,1936,2224,0,173,1922,1267,530,49,0,3978,0,1782
1689873466824,1949,2218,0,185,1919,1269,530,49,0,3974,0,1782
1689873467324,2019,2262,0,73,1910,1257,527,40,0,3966,0,1775
1689873467824,2071,2301,0,137,1916,1257,529,41,0,3982,0,1781
1689873468324,2025,2242,0,121,1920,1251,530,40,0,3982,0,1784
1689873468824,1957,2213,0,80,1920,1247,528,41,0,3992,0,1783
1689873469324,1936,2240,0,38,1916,1256,528,41,0,3995,0,1785
1689873469824,2022,2274,0,0,1917,1261,527,42,5,3995,0,1784
1689873470324,2070,2303,0,27,1920,1261,529,44,3,3998,0,1789
1689873470824,1997,2230,0,39,1921,1257,529,41,11,3996,0,1789
1689873471324,1984,2224,0,59,1916,1252,532,40,9,3995,0,1787
1689873471824,1999,2256,0,39,1918,1255,530,42,9,3991,0,1787
1689873472324,2043,2279,0,0,1920,1259,537,42,10,3979,0,1788
1689873472824,2094,2313,0,77,1908,1265,537,45,11,3983,0,1774
1689873473324,2025,2261,0,75,1912,1264,538,45,15,3984,0,1781
1689873473824,1978,2253,0,36,1913,1267,539,45,13,3977,0,1781
1689873474324,1983,2250,0,57,1916,1268,539,46,16,3981,0,1787
1689873474824,2054,2282,0,48,1913,1273,538,47,19,3971,0,1778
1689873475324,2073,2303,0,49,1911,1274,539,46,17,3975,0,1781
1689873475824,2032,2263,0,10,1909,1274,540,45,20,3984,0,1782
1689873476324,1998,2245,0,29,1919,1274,539,46,21,3985,0,1787
1689873476824,2010,2253,0,43,1916,1275,539,47,20,3981,0,1787
1689873477324,2039,2281,0,0,1916,1280,541,47,22,3983,0,1780
1689873477824,2085,2320,0,0,1915,1277,541,46,22,3981,0,1786
1689873478324,2031,2266,0,0,1917,1274,539,47,21,3981,0,1785
1689873478824,1970,2240,0,0,1918,1274,539,48,22,3975,0,1788
1689873479324,1995,2250,0,33,1919,1278,538,55,22,3980,0,1795
1689873479824,2034,2266,0,0,1913,1269,540,56,23,3978,0,1792
1689873480324,2086,2320,0,0,1919,1282,538,53,24,3975,0,1789
1689873480824,2031,2256,0,0,1921,1279,538,55,22,3967,0,1793
1689873481324,1975,2247,0,0,1921,1275,539,54,22,3982,0,1793
1689873481824,1952,2258,0,0,1924,1279,539,53,21,3978,0,1795
1689873482324,1953,2272,0,0,1923,1282,538,54,20,3976,0,1794
1689873482824,2043,2320,0,0,1926,1283,539,55,20,3978,0,1794
1689873483324,2042,2311,0,23,1926,1283,539,49,18,3974,0,1794
1689873483824,1958,2230,0,33,1927,1279,540,51,21,3972,0,1795
1689873484324,1961,2256,0,14,1920,1268,541,51,21,3974,0,1788
1689873484824,1954,2265,0,11,1926,1279,537,53,20,3969,0,1790
1689873485324,2032,2304,0,0,1927,1282,540,53,20,3958,0,1790
1689873485824,2089,2325,0,57,1930,1282,541,50,20,3974,0,1789
1689873486324,1989,2256,0,18,1930,1285,539,62,20,3972,0,1798
1689873486824,1968,2256,0,21,1927,1285,538,63,20,3972,0,1795
1689873487324,1939,2265,0,17,1930,1289,540,64,21,3969,0,1796
1689873487824,2021,2307,0,11,1928,1288,539,63,16,3967,0,1798
1689873488324,2064,2315,0,64,1926,1288,540,68,5,3965,0,1798
1689873488824,2021,2256,0,107,1932,1287,538,62,6,3962,0,1800
1689873489324,2000,2259,0,90,1931,1288,540,64,2,3950,0,1793
1689873489824,2004,2272,0,121,1932,1286,541,65,4,3962,0,1800
1689873490324,2057,2305,0,125,1931,1283,539,53,0,3974,0,1801
1689873490824,2106,2329,0,175,1928,1286,539,63,4,3967,0,1795
1689873491324,2067,2301,0,208,1932,1284,539,63,6,3953,0,1798
1689873491824,2041,2281,0,167,1930,1279,540,64,3,3963,0,1801
1689873492324,2025,2274,0,176,1930,1279,541,63,0,3969,0,1807
1689873492824,2055,2295,0,144,1925,1280,540,64,6,3966,0,1798
1689873493324,2096,2333,0,101,1931,1286,539,63,6,3967,0,1799
1689873493824,2096,2334,0,119,1932,1285,540,65,0,3956,0,1802
1689873494324,2033,2282,0,75,1932,1286,541,63,6,3961,0,1800
1689873494824,1737,2255,0,54,1929,1296,515,165,0,3982,0,1654
1689873495324,1665,1877,0,0,2134,1261,494,388,0,3952,0,501
1689873495824,0,0,0,0,2410,2029,382,295,494,4009,0,619
1689873496324,0,0,0,0,0,0,0,0,806,3775,630,928
1689876558083,0,0,0,0,0,0,0,0,0,788,0,0
1689876558583,0,0,0,0,0,0,0,0,0,588,0,0
1689876559083,0,0,0,0,0,0,0,0,0,553,0,0
1689876559583,0,0,0,0,0,0,0,0,0,535,0,0
1689876560083,0,0,0,0,0,0,0,0,0,549,0,0
1689876560583,0,0,0,0,0,0,0,0,0,551,0,0
1689876561083,0,0,0,0,0,0,0,0,0,562,0,0
1689876561583,0,0,2927,0,0,0,0,0,0,552,0,0
1689876562083,0,0,3428,0,0,0,0,0,0,552,0,0
1689876562583,0,0,3455,0,0,0,0,0,0,557,0,0
1689876563083,0,0,3376,0,0,0,0,0,0,558,0,0
1689876563583,0,0,3283,0,0,0,0,0,0,564,0,0
1689876564083,0,0,0,0,0,0,0,0,0,589,0,0
1689876564583,0,0,0,0,0,0,0,0,0,581,0,0
1689876565083,0,0,0,0,0,0,0,0,0,590,0,0
1689876565583,0,0,0,0,0,0,0,0,0,587,0,0
1689876566083,0,0,0,0,0,0,0,0,0,589,0,0
1689876566583,0,0,0,0,0,0,0,0,0,594,0,0
1689876567083,0,0,0,0,0,0,0,0,0,596,0,0
1689876567583,0,0,0,0,0,0,0,0,0,588,0,0
1689876568083,0,0,0,0,0,0,0,0,0,587,0,0
1689876568583,0,0,0,0,0,0,0,0,0,590,0,0
1689876569083,0,0,0,726,0,0,0,0,0,568,0,0
1689876569583,0,0,0,3280,0,0,0,0,0,568,0,0
1689876570083,0,0,0,3501,0,0,0,0,0,564,0,0
1689876570583,0,0,0,3642,0,0,0,0,0,565,0,0
1689876571083,0,0,0,3641,0,0,0,0,0,568,0,0
1689876571583,0,0,0,3562,0,0,0,0,0,571,0,0
1689876572083,0,0,0,0,0,0,0,0,0,593,0,0
1689876572583,0,0,0,0,0,0,0,0,0,577,0,0
1689876573083,0,0,0,0,0,0,0,0,0,573,0,0
1689876573583,0,0,0,0,0,0,0,0,0,564,0,0
1689876574083,0,0,0,0,0,0,0,0,0,551,0,0
1689876574583,0,0,0,0,0,0,0,0,0,546,0,0
1689876575083,0,0,0,0,0,0,0,0,0,535,0,0
1689876575583,0,0,0,0,0,0,0,0,0,516,0,0
1689876576083,0,0,0,0,0,0,0,0,0,497,0,0
1689876576583,0,1387,0,0,0,0,0,0,0,481,0,0
1689876577083,0,3440,0,0,0,0,0,0,0,474,0,0
1689876577583,0,3534,0,0,0,0,0,0,0,445,0,0
1689876578083,0,3567,0,0,0,0,0,0,0,426,0,0
1689876578583,0,3581,0,0,0,0,0,0,0,421,0,0
1689876579083,0,0,0,0,0,0,0,0,0,426,0,0
1689876579583,0,0,0,0,0,0,0,0,0,394,0,0
1689876580083,0,0,0,0,0,0,0,0,0,374,0,0
1689876580583,0,0,0,0,0,0,0,0,0,353,0,0
1689876581083,0,0,0,0,0,0,0,0,0,333,0,0
1689876581583,0,0,0,0,0,0,0,0,0,310,0,0
1689876582083,0,0,0,0,0,0,0,0,0,287,0,0
1689876582583,0,0,0,0,0,0,0,0,0,277,0,0
1689876583083,0,0,0,0,0,0,0,0,0,234,0,0
1689876583583,3,0,0,0,0,0,0,0,0,243,0,0
1689876584083,3440,0,0,0,0,0,0,0,0,237,0,0
1689876584583,3506,0,0,0,0,0,0,0,0,217,0,0
1689876585083,3494,0,0,0,0,0,0,0,0,202,0,0
1689876585583,3498,0,0,0,0,0,0,0,0,191,0,0
1689876586083,3450,0,0,0,0,0,0,0,0,185,0,0
1689876586583,3017,0,0,0,0,0,0,0,0,166,0,0
1689876587083,0,0,0,0,0,0,0,0,0,167,0,0
1689876587583,0,0,0,0,0,0,0,0,0,159,0,0
